2,1,0.1
3,2,0.1
4,3,0.1
5,4,0.1
6,5,0.1
7,6,0.1
8,7,0.1
9,8,0.1
10,9,0.1
11,8,0.1
12,10,0.1
13,5,0.1
14,12,0.1
15,14,0.1
16,12,0.1
17,3,0.1
18,16,0.1
19,18,0.1
20,19,0.1
21,19,0.1
22,15,0.1
23,22,0.1
24,23,0.1
25,24,0.1
26,25,0.1
27,21,0.1
28,26,0.1
29,27,0.1
30,28,0.1
31,28,0.1
32,29,0.1
33,31,0.1
34,6,0.1
35,32,0.1
36,25,0.1
37,26,0.1
38,33,0.1
39,38,0.1
40,39,0.1
41,22,0.1
42,40,0.1
43,23,0.1
44,43,0.1
45,35,0.1
46,32,0.1
47,5,0.1
48,44,0.1
49,47,0.1
50,30,0.1
51,45,0.1
52,49,0.1
53,6,0.1
54,24,0.1
55,46,0.1
56,55,0.1
57,56,0.1
58,51,0.1
59,48,0.1
60,59,0.1
61,6,0.1
62,16,0.1
63,51,0.1
64,40,0.1
65,58,0.1
66,33,0.1
67,11,0.1
68,42,0.1
69,56,0.1
70,27,0.1
71,65,0.1
72,63,0.1
73,43,0.1
74,60,0.1
75,64,0.1
76,75,0.1
77,60,0.1
78,52,0.1
79,71,0.1
80,76,0.1
81,27,0.1
82,35,0.1
83,79,0.1
84,83,0.1
85,77,0.1
86,29,0.1
87,81,0.1
88,59,0.1
89,5,0.1
90,25,0.1
91,69,0.1
92,43,0.1
93,73,0.1
94,64,0.1
95,71,0.1
96,84,0.1
97,8,0.1
98,59,0.1
99,69,0.1
100,42,0.1
101,11,0.1
102,11,0.1
103,64,0.1
104,48,0.1
105,77,0.1
106,80,0.1
107,106,0.1
108,72,0.1
109,95,0.1
110,19,0.1
111,45,0.1
112,96,0.1
113,49,0.1
114,56,0.1
115,77,0.1
116,107,0.1
117,84,0.1
118,98,0.1
119,73,0.1
120,116,0.1
121,15,0.1
122,50,0.1
123,30,0.1
124,21,0.1
125,120,0.1
126,115,0.1
127,87,0.1
128,100,0.1
129,117,0.1
130,96,0.1
131,108,0.1
132,7,0.1
133,48,0.1
134,129,0.1
135,125,0.1
136,78,0.1
137,109,0.1
138,91,0.1
139,100,0.1
140,139,0.1
141,120,0.1
142,135,0.1
143,18,0.1
144,130,0.1
145,23,0.1
146,108,0.1
147,137,0.1
148,81,0.1
149,90,0.1
150,14,0.1
151,142,0.1
152,128,0.1
153,81,0.1
154,106,0.1
155,152,0.1
156,116,0.1
157,130,0.1
158,137,0.1
159,151,0.1
2,159,0.1
